Site,DRAIN_SQKM,PPTAVG_SITE,RH_SITE,SNOW_PCT_PRECIP,PRECIP_SEAS_IND,JAN_PPT7100_CM,FEB_PPT7100_CM,MAR_PPT7100_CM,APR_PPT7100_CM,MAY_PPT7100_CM,JUN_PPT7100_CM,JUL_PPT7100_CM,AUG_PPT7100_CM,SEP_PPT7100_CM,OCT_PPT7100_CM,NOV_PPT7100_CM,DEC_PPT7100_CM,JAN_TMP7100_DEGC,FEB_TMP7100_DEGC,MAR_TMP7100_DEGC,APR_TMP7100_DEGC,MAY_TMP7100_DEGC,JUN_TMP7100_DEGC,JUL_TMP7100_DEGC,AUG_TMP7100_DEGC,SEP_TMP7100_DEGC,OCT_TMP7100_DEGC,NOV_TMP7100_DEGC,DEC_TMP7100_DEGC,BFI_AVE,STOR_NID_2009,FORESTNLCD06,PLANTNLCD06,WETLANDSNLCD06,MAINS100_FOREST,IMPNLCD06,AWCAVE,PERMAVE,WTDEPAVE,ROCKDEPAVE,ELEV_MEAN_M_BASIN,SLOPE_PCT,ASPECT_NORTHNESS,ASPECT_EASTNESS
md75,448.3881,99.802,72,33.7784,0.341596101,31.42479,23.23293,22.07436,16.89801,13.41238,10.83892,6.080184,5.488609,10.36,17.7613,33.69096,31.44938,0.7758307,2.335513,3.968248,6.667259,9.814736,12.67421,15.54245,15.55328,13.2402,8.625211,3.99975,1.242944,61.24319,481.2649912,69.671963,0.4570371,1.3640861,59.658815,4.189278,0.1276335,5.516439,4.451113,56.25044,623.9786,24.33574,0.153451511,-0.988156179
md76,458.1774,159.184,70,28.84493,0.394680207,30.1933,24.66897,22.73428,17.67522,13.90929,8.783089,2.872863,3.656427,7.712576,15.53366,33.93288,32.2962,2.133639,3.365783,4.619626,6.945195,10.1798,13.83084,17.2615,17.37607,14.84203,9.789586,4.516699,2.749808,53.68856,0,83.1523473,0.08171507,0,67.614443,0.07580645,0.1527822,2.174431,5.880816,44.85199,889.5012,30.59348,0.448328614,-0.893868813
md77,459.4689,125.436,71,11.97274,0.390076098,20.69687,16.8927,18.30413,14.43844,9.661648,5.921842,2.404784,2.903843,5.294857,11.10994,25.54655,24.05384,3.377156,4.762277,5.750542,7.937119,11.4038,14.94366,18.80003,18.80556,16.44548,11.35352,5.826273,3.757389,47.95422,3.086063061,85.8548442,0.007443376,0.00352581,83.600503,0.04349282,0.1303149,2.008014,5.857216,48.68554,858.8861,27.08926,0.965740372,-0.259510181
md78,467.1702,103.002,67,17.51628,0.090497709,7.577504,6.612134,9.036143,8.649997,10.81328,9.99347,10.52283,9.937475,8.532337,6.698058,8.458198,7.540696,-1.85218,-0.63905,4.171503,9.912875,15.27679,19.93462,22.16437,21.40109,17.70617,11.40203,5.673189,0.2830403,34.13105,32.5213937,69.50188957,20.159009,0.12117644,51.4307532,1.015246,0.1404414,1.749423,3.553105,42.18152,369.1266,15.5186,-0.735662191,0.677348611
md79,475.9533,84.035,69,20.93295,0.111512304,4.443729,4.183381,6.28814,7.566053,7.308372,8.390698,7.374648,8.152692,8.28796,6.402091,7.050294,6.150155,-4.81251,-3.87225,1.323813,8.22317,14.50513,19.77443,22.18918,21.24573,17.26028,10.83911,4.033507,-2.26293,48.7715,3.238237869,4.60690114,0.11099829,2.00080576,18.4169009,32.87981,0.1295037,5.205007,2.989663,60,234.1604,1.179335,-0.723717943,0.690095892
md80,476.0343,135.801,68,13.60139,0.061966669,16.06739,13.96401,16.9479,12.91808,14.7954,13.43473,14.40588,13.07702,12.69254,9.791424,13.18369,14.28899,0.6933988,1.713935,5.396663,9.920367,14.07217,17.70879,19.50091,19.03654,16.27746,10.95356,5.74253,1.796603,63.90231,0.062163588,94.054754,1.17899043,0.04027021,55.042153,0.3730326,0.1247421,3.512464,5.922878,48.75694,1147.926,34.02868,-0.936043569,-0.351884125
md81,480.4056,104.954,65,9.636548,0.238643358,3.471718,3.680724,7.255548,9.700301,13.44157,13.25694,10.5897,10.04978,12.73431,9.152265,7.427302,4.877101,-2.17106,0.4285943,6.046929,12.59325,18.03459,22.99245,25.79888,24.89475,20.27114,14.161,6.459723,0.2655194,21.59958,346.4859007,15.74718894,25.70778,0.54909854,26.96327202,15.57939,0.1800862,0.8275812,3.34814,55.27263,282.7903,3.605825,0.392718203,0.919658857
md82,480.708,128,69,2.222104,0.06420975,13.38375,12.00594,14.25291,10.2341,10.57333,9.910901,11.37829,10.79822,9.812166,9.391551,9.983868,10.35879,5.672875,7.390653,11.46225,16.00344,20.39108,24.18557,25.89993,25.38914,22.30984,16.50835,11.21625,6.849662,53.9978,32.50069273,41.891898,17.30978426,4.642777297,34.515055,6.241438,0.1302685,2.20516,5.630583,55.52056,266.9379,4.145672,-0.917057291,0.398755471
md83,481.0788,120.74,74,9.309185,0.388315452,23.55361,19.21426,18.61856,14.74693,10.69366,6.908671,2.491021,3.207218,6.101927,12.20811,27.10457,25.15943,3.396066,4.893629,6.080161,8.531193,11.72167,15.22517,18.4204,18.72197,16.46409,11.33871,6.099479,3.948565,56.86019,320.3737101,86.6913463,0.291657,0.01216017,70.4745945,0.1095033,0.144333,1.331546,5.879707,46.4387,704.6044,29.15118,0.395784335,-0.918343487
md84,493.1622,132.414,68,32.39048,0.02746323,11.27362,8.767167,11.74127,11.35467,12.72844,12.25715,11.90814,10.85486,12.17753,11.42221,12.39704,10.42915,-6.51053,-5.89613,-1.08086,5.346064,11.61397,16.18183,18.72204,17.82015,13.84431,8.148945,2.440229,-4.04728,46.33033,0.72505557,95.357671,0.50441827,1.60377241,60.74524,0.1749295,0.09664188,1.593848,5.352888,33.89035,600.5049,27.71744,-0.9303907,0.366569429
md85,493.6905,107.256,68,20.60562,0.10072219,7.750153,6.875641,9.286461,9.049037,10.66035,12.03339,12.02691,10.63419,10.4816,7.375731,9.629736,8.319754,-3.4269,-2.18226,2.766754,8.96001,14.40865,19.01665,21.14775,20.44392,16.6454,10.58198,4.940474,-0.902831,37.48832,108.6819131,67.7408411,22.610175,0.014766332,69.953407,1.157081,0.1147679,2.172438,4.780356,35.21019,387.2923,11.63851,-0.93456015,-0.355805179
md86,499.2651,115.887,71,23.28798,0.06663579,9.160887,7.837343,10.52173,9.768992,11.18969,11.56363,12.66172,10.41583,11.07318,8.002874,10.43866,9.266719,-4.58632,-3.3244,1.527473,8.028465,13.54935,18.04067,20.19331,19.48586,15.63152,9.558603,3.780143,-1.94496,41.7807,12.99766196,70.777792,20.058978,0.008111922,82.386728,0.9534916,0.1087115,5.22148,4.402425,44.03831,550.4812,8.333861,-0.434344646,-0.900746762
md87,523.6794,119.815,67,26.60908,0.059181039,9.265485,7.24003,9.39874,10.44743,11.87559,11.47105,10.91405,10.3719,10.96205,9.597936,10.44075,9.326216,-5.54296,-4.95358,0.2115775,6.774884,12.81696,17.48959,20.13269,19.19028,15.17367,9.263438,3.309769,-3.1379,46.71135,219.4176494,79.70736,5.6573169,2.7066367,61.782725,0.9552664,0.1016395,1.409524,3.28408,52.89639,415.1738,6.676876,-0.978732621,-0.205140092
md88,527.4144,113.465,67,28.56217,0.087678242,8.357814,6.714886,9.225918,9.454843,10.48776,13.4428,11.05552,11.00102,10.88967,8.609035,9.909979,9.49683,-5.81871,-4.99252,0.03631508,6.533176,12.2856,16.79771,18.95025,18.16393,14.40688,8.668901,2.779092,-3.37944,42.28216,240.9637962,79.888945,5.2124856,0.6119287,52.188136,0.3326138,0.1053311,3.852908,3.763426,52.67144,590.9019,9.854868,-0.939659785,-0.342110346
md89,528.894,34.08,63,45.23661,0.310965062,8.450086,7.642036,8.858002,7.550047,6.032146,4.364689,1.411874,2.117357,2.455273,4.281567,7.704845,8.810985,-2.55399,-1.00477,0.9493033,3.925365,8.306855,12.83726,17.80213,17.26403,12.82123,7.301981,1.079841,-1.80683,68.28393,0.186502399,14.31151,0,0.09716503,43.03299,0.1198363,0.1005211,1.268236,6,23.20523,1890.458,13.74434,0.627795973,-0.778377939
md90,533.133,152.72,67,11.29389,0.113129188,20.36198,16.67162,19.1564,14.15192,15.23487,14.72014,13.50237,12.61162,11.89561,10.24493,15.65006,17.03458,1.77114,3.028465,6.588431,11.19667,15.31137,19.08257,20.88292,20.43556,17.61331,12.11081,6.873296,2.839178,62.96731,479.5520367,91.630065,1.64593109,0.1472053,43.770255,0.3320594,0.1264772,3.408772,5.932764,45.83216,915.0511,28.1298,0.748608671,0.66301211
md91,539.5959,174.393,68,37.23749,0.387782165,26.59296,20.77882,20.75769,15.95406,11.82101,7.714796,3.076087,3.467293,6.761601,13.50803,29.21762,28.18983,0.5953363,1.723953,2.978911,5.080575,8.302491,11.87848,15.52374,15.78473,13.20691,8.214778,2.951319,1.060597,70.39966,500.4244843,90.62565086,0,0.04753557,71.3772316,0.02717867,0.1494332,2.902574,5.941691,44.18807,1223.128,30.99765,0.810854474,-0.58524783
md92,546.8105,123.803,72,12.47529,0.389035864,23.17484,18.51417,18.78715,15.83992,10.60161,6.322688,2.355984,2.937625,6.252739,11.23957,25.12969,24.54437,2.982334,4.377422,5.491424,7.689543,10.92149,14.38288,17.95121,18.25259,16.13962,11.13003,5.567598,3.569599,53.19475,0,84.9281045,0.22994066,0.003950305,76.927513,0.03683659,0.1435444,1.637603,5.931996,46.72593,857.4807,33.33422,0.862990212,-0.50522064
md93,557.6805,205.376,69,49.06254,0.42817303,33.08738,25.93427,23.2965,16.88397,12.22928,7.874303,3.009031,3.514828,7.325423,15.52244,35.17107,35.144,-0.682288,0.5767905,1.906828,4.095623,7.664573,11.39166,15.23511,15.14151,12.35246,7.299315,1.956192,-0.0438573,71.93694,0,78.18427689,0,0.022916344,75.51892171,0.05978423,0.1318717,6.087398,5.969127,49.13174,1259.496,23.94802,0.475819177,-0.879543126
md95,580.1787,66.42,71,37.39602,0.467907004,17.76642,15.56912,14.47059,8.544588,5.254592,3.182239,1.186804,1.883673,3.475092,7.726441,17.6202,18.47683,2.286194,3.255595,4.140598,5.890806,9.749161,13.71853,18.34688,18.28445,15.7267,10.56979,5.237208,2.885341,59.91984,192.4035164,84.5787433,0.00806648,0.31909132,68.2,0.1443233,0.09759692,1.647428,5.992992,33.81306,1293.631,37.89761,0.927405334,0.374057944
md96,585.7911,144.633,69,2.280799,0.086511755,14.52999,12.12214,16.2072,12.50628,11.6683,11.0631,12.94641,9.020698,11.36496,8.719242,12.09148,12.16991,5.739254,7.653986,11.71056,16.32572,20.62718,24.49067,26.18254,25.82547,22.8246,16.71126,11.10859,6.968581,36.98514,83.67604424,55.424426,6.5239471,0.7606636,73.522884,6.478943,0.1302053,1.668448,5.643445,41.41201,225.4283,7.822799,-0.877648572,0.479304689
md97,601.0749,113.275,68,27.94518,0.090305765,8.003682,6.296508,8.692095,9.334234,9.725735,12.83516,10.84819,10.78682,10.9225,8.574534,9.942873,9.261223,-5.72844,-5.04,-0.0790632,6.478775,12.2137,16.91203,19.08376,18.27,14.53547,8.70913,2.863152,-3.27593,44.85767,3.384686334,85.713197,2.2633451,1.35567113,55.17739,0.2895078,0.1058821,4.825765,3.963197,51.37963,536.4597,11.17436,-0.866955035,-0.498386364
md99,617.6349,137.563,67,3.433476,0.084711596,14.61705,12.78901,15.11101,11.02797,11.20994,10.70636,13.04324,10.08543,9.832851,8.418577,10.75339,10.73876,5.029476,6.836212,10.98614,15.70307,19.98181,23.84193,25.58164,25.15836,22.04652,16.11475,10.7805,6.312791,48.32926,24.06170539,41.3642953,10.51043,3.989881515,37.82508633,9.41481,0.1355564,1.693147,5.360834,52.87487,309.3601,3.756645,-0.798025889,0.602623166
md100,618.9291,53.59,58,58.14077,0.306467543,14.18857,12.51942,11.89068,10.07909,9.320605,6.452233,2.643236,3.322187,4.765081,6.651557,14.47793,15.01122,-5.16536,-3.24038,-0.98598,2.244626,6.104127,9.878181,14.42584,14.36104,10.22773,4.831196,-1.19564,-4.41925,68.57813,0,76.92261038,0.02980955,0.03780724,95.18993138,0.03639819,0.1639556,1.315849,5.995942,41.49994,1736.252,37.70869,0.921224113,-0.389032305
md101,627.0471,115.151,67,31.01473,0.063333101,9.825482,7.387527,9.911037,10.63145,12.42838,12.1528,11.84987,10.9343,12.04396,10.82541,11.31515,9.884479,-7.00052,-6.46825,-1.65734,4.951222,11.07472,15.76145,18.3048,17.45434,13.49512,7.757816,1.902865,-4.48911,46.45736,8.128930028,88.76348,2.4176174,4.6055864,69.023466,0.2463102,0.1026898,1.444157,4.37916,43.90273,647.8768,15.03294,-0.991529625,-0.129880726
md102,636.9795,85.042,71,26.40424,0.160004739,5.084958,3.659659,5.410362,7.030423,7.270825,7.891863,7.473965,9.825408,9.960243,7.919423,6.957968,5.407673,-7.67049,-7.34774,-2.27809,5.267539,11.84821,17.0915,19.5197,18.41064,14.08544,8.174413,1.437686,-4.79838,79.92001,0.774279235,54.043559,14.769802,13.154266,55.96393,0.7920198,0.08663023,9.066122,5.483019,59.54733,374.0759,3.092099,-0.642716746,-0.766103899
md104,645.7941,98.907,69,19.9282,0.11891655,6.174397,5.535911,7.734969,8.33229,10.00949,10.28362,10.88476,9.389826,9.102618,6.591963,7.999411,7.531399,-3.06046,-2.0339,3.031399,9.122895,14.84661,19.75975,21.98008,21.10936,17.42797,11.27796,5.018268,-0.828038,35.11372,305.5721909,28.93405259,49.25266,2.1930207,24.65609551,3.111066,0.1432334,1.410904,2.25822,58.86738,348.1196,1.788965,0.974926525,-0.222527011
md105,646.929,115.133,68,7.436405,0.043978764,9.527127,7.890089,10.65248,8.185701,10.31338,8.687608,11.3478,10.43262,10.46176,8.98793,8.179432,8.176662,2.686293,4.031349,8.391412,13.7655,18.5236,22.96618,25.16301,24.35585,20.85077,14.61199,9.212339,4.166232,46.2821,6.969978158,35.731274,9.021716,15.28206702,15.121572,9.379596,0.1170095,4.534142,4.387256,59.82879,48.11893,1.766248,-0.160369259,0.987057091
md106,651.5217,103.412,66,27.80002,0.120160962,6.873203,5.86767,7.732942,8.296207,8.958381,12.96542,10.3961,9.762298,10.60552,8.481406,8.794574,7.472504,-5.69105,-4.92488,0.02436504,6.526658,12.40372,16.90691,19.00372,18.28579,14.50717,8.837064,2.657905,-3.49547,39.31781,0,74.012899,15.217573,0.60380184,39.203948,0.37812,0.1072927,3.140999,3.936694,52.9789,627.108,16.18381,-0.780875441,-0.624686758
md107,658.7442,107.759,66,38.45561,0.124419076,8.175211,6.104522,7.944279,8.128193,10.75285,12.55724,11.88683,12.59852,10.99019,9.91291,10.20513,8.824795,-11.662,-10.5542,-4.72633,2.358868,10.06514,14.95893,17.44405,16.39625,11.71422,5.642771,-1.06092,-8.335,49.09609,563.9936716,85.4556,0.3662879,3.0528543,39.072988,0.3030639,0.1759998,1.943412,3.895152,51.88986,590.9003,10.01239,-0.222154351,-0.97501151
md108,660.5496,110.63,76,9.177341,0.472729939,20.31927,17.53448,15.7764,10.12017,6.576832,3.646858,1.332712,1.964932,3.919584,8.746751,22.4133,23.47871,4.410036,6.233571,7.746686,9.960021,12.82811,15.8602,18.84699,18.95625,16.62764,12.01301,7.48924,4.841736,37.51003,227.0882928,45.45279,17.790463,4.498845,28.449993,1.506229,0.1620854,0.7061131,4.66042,43.80453,213.4635,13.12135,0.029875242,0.999553635
md109,663.7914,111.117,65,10.35741,0.067253557,5.944714,6.570981,10.10394,11.14874,11.25187,10.35547,10.08566,9.134444,9.159263,8.696026,11.27496,8.582296,-0.440162,2.01767,7.081228,13.31709,17.86961,22.34563,24.89725,24.04208,19.88294,13.93339,7.255092,1.472569,26.16539,6.209660143,78.561738,13.09477455,0.161617071,67.159729,0.2453406,0.08922286,2.28206,5.173707,58.06246,319.1842,6.932694,0.999754351,0.022163866
md110,664.3553,24.496,55,35.60857,0.169156389,4.267327,2.982329,3.717109,3.55291,4.606588,2.946453,1.260427,1.444174,2.37157,2.791334,3.962696,3.845652,-3.07966,-0.859627,2.567877,6.379032,11.04036,15.59099,20.37668,19.6958,14.49908,8.553152,1.923221,-2.30766,76.14013,2.227121542,2.565284,24.546988,0.05405303,1.73146707,0.8502189,0.125045,2.136908,6,56.11918,1584.852,14.05635,0.989550969,0.144183494
md111,672.3603,92.854,70,19.87213,0.125902276,5.798853,5.18692,6.954882,8.755162,9.25742,10.42167,9.592414,10.05035,8.334197,6.034702,7.894048,7.109689,-3.28698,-2.32238,2.89439,8.99117,14.89474,20.03977,22.27841,21.28342,17.63777,11.45781,4.941386,-1.08203,24.65803,12.13450735,23.708451,65.85567,2.38318669,63.2441965,1.074847,0.1369733,0.6912754,1.740223,59.02002,295.4289,1.140374,0.999315154,-0.037003003
md112,676.8891,89.275,56,66.57156,0.213198734,11.18326,9.612845,10.72253,7.919153,8.750181,6.551597,4.720956,4.093551,4.816563,6.077494,10.09035,11.12165,-10.3088,-8.26626,-5.31111,-0.659492,4.535202,8.810475,13.25921,12.31469,7.106342,1.856584,-5.38832,-9.51222,82.4286,0,63.96019552,0.0497275,2.4266749,43.75708315,0.0334783,0.08710471,4.875496,5.684672,44.99887,2428.047,7.518806,0.997274706,-0.073777785
md113,693.8811,99.201,73,24.22194,0.079545496,8.862809,8.170486,10.2914,9.932555,11.96881,11.22343,12.18383,10.35789,9.310605,8.317299,9.077969,8.84471,-3.47381,-2.36804,2.038454,8.1021,13.31912,17.44497,19.52833,18.77144,15.27983,9.417035,3.810674,-1.60303,40.42808,110.7597872,78.326904,10.42571014,0.9071582,66.729417,0.1723717,0.1104568,4.983881,4.873908,38.34251,838.4507,11.51367,0.96875308,0.248027154
md114,696.4029,120.015,73,11.55143,0.382485749,22.13263,17.93455,17.98289,15.46128,10.49216,6.216732,2.469564,2.895629,6.12743,10.83954,24.24156,23.54684,3.14906,4.62386,5.755201,7.95531,11.14358,14.58788,18.05807,18.35434,16.26305,11.27503,5.798734,3.739271,50.93811,231.9390112,80.8630583,0.6168412,0.14358067,60.748855,0.05410704,0.143537,1.491531,5.892497,46.70336,795.2864,30.42616,0.552299329,-0.833645879
md115,707.2242,72.079,69,24.35626,0.346205775,2.768949,2.115446,3.43321,4.40536,7.145433,10.34433,10.23822,10.22097,9.121209,6.5327,4.591161,2.608156,-15.3461,-12.3445,-5.46593,3.059947,10.56172,15.34765,18.30521,16.95674,11.58653,5.150128,-3.86748,-11.6966,53.13511,0,57.38822,0,24.4994239,25.498423,0.00328566,0.1341088,3.830826,5.599051,28.38285,496.1635,3.023153,0.166940833,-0.985966915
md116,708.7518,98.759,69,19.83517,0.119142649,6.152622,5.511489,7.724116,8.328825,9.978617,10.28775,10.86563,9.370169,9.147679,6.603422,8.000415,7.523959,-3.04501,-2.02558,3.035998,9.128958,14.85308,19.76812,21.98664,21.11681,17.43868,11.29039,5.034681,-0.808106,35.19725,359.5062235,29.83522698,47.34947,2.1519949,22.64203632,3.039444,0.1465682,1.402704,2.193332,58.68797,344.5313,1.732511,0.945823296,-0.324681832
md117,720.5967,103.205,67,20.25855,0.105063876,7.524314,6.639734,9.000901,8.850779,10.5587,11.82648,11.74184,10.45844,10.2583,7.219963,9.363421,8.008765,-3.30836,-2.06221,2.857158,9.035281,14.49167,19.11347,21.25595,20.55611,16.77793,10.68073,5.022767,-0.820496,37.04907,300.803072,67.6129677,22.677077,0.028851088,68.949543,1.089283,0.1136944,2.542145,4.784087,35.90763,377.8626,11.53981,-0.931331933,-0.36417143
md118,748.6569,106.698,66,28.84694,0.05646258,8.863303,7.105708,8.289416,10.04514,11.0617,11.29087,10.04225,9.242746,10.36962,9.142033,9.788701,8.739062,-6.00656,-5.14262,-0.239224,6.361881,12.38132,17.10767,19.57819,18.78907,14.65186,8.724808,2.942834,-3.35994,41.47672,248.1672699,62.215852,22.768176,5.1014561,44.232714,0.7418473,0.1102468,1.609115,3.157837,52.38418,439.6871,8.190544,-0.406593139,0.913609336
md119,752.0112,105.111,67,20.5289,0.085937368,8.098646,7.630036,9.999067,10.37294,11.51924,11.56064,12.1251,10.78955,10.75323,7.736069,10.24105,8.684293,-3.07874,-1.86168,2.835436,8.92572,14.40536,18.94205,21.01841,20.40858,16.80657,10.53819,4.904442,-0.821086,38.79134,17.24534688,67.824525,19.317276,0.020824162,61.567301,2.624552,0.1223998,2.757987,4.118999,43.64117,459.2265,10.84682,0.319698625,-0.947519282
md120,755.1738,121.939,67,17.59683,0.049178996,9.974824,7.545343,10.21799,9.895949,11.56892,10.62408,11.73838,9.691223,11.76966,9.048664,9.658945,9.401985,-1.55757,-0.470749,4.312798,10.18044,15.77581,20.65207,23.33774,22.5814,18.48449,12.35976,6.476592,0.8647582,54.29694,64.25472123,32.1088944,35.23041,1.65025555,41.5808087,4.751669,0.132597,1.520348,4.879502,59.10228,147.7989,5.620246,-0.577722296,0.816233391
md122,818.0802,40.824,62,46.9577,0.414391599,19.34569,15.14421,13.68943,9.533196,6.951351,5.022434,1.973795,2.471362,4.5152,9.427952,20.15289,19.80121,-1.22446,0.2411869,1.990361,4.406944,8.197452,11.96391,15.98931,15.68631,12.62706,7.342126,1.813203,-0.834862,80.53484,26.67721331,69.19154684,0,0.007040874,92.79913,0.126035,0.1050947,5.966889,5.966721,53.58251,1267.858,18.80782,-0.247645016,0.968850838
md123,823.9563,119.848,68,17.32029,0.048958781,9.971597,7.548624,10.24796,9.905109,11.57243,10.57678,11.72642,9.715051,11.82447,9.013666,9.654596,9.411076,-1.47476,-0.395531,4.375146,10.23928,15.83617,20.71755,23.39685,22.6363,18.54809,12.42001,6.540909,0.924726,54.24163,60.10445578,32.8265061,34.20378,1.7164259,42.2462324,4.812905,0.1325491,1.498276,4.84795,59.09667,143.0319,5.623924,-0.615404254,0.788211649
md124,864.9909,77.568,71,25.57289,0.179721884,4.471076,3.211128,5.15978,6.222165,7.116993,7.906713,7.507721,9.621564,8.978669,6.3152,5.935521,4.88251,-7.5911,-7.00216,-1.82916,5.633251,12.14819,17.39871,19.85234,18.72047,14.40046,8.40036,1.745741,-4.503,67.25772,23.06233164,44.216367,16.250737,19.519699,41.429276,1.631112,0.1114731,6.919044,4.411263,60,285.4265,1.79578,-0.666417965,0.745578363
md125,870.5376,102.159,69,23.05891,0.119433352,6.129994,5.598419,7.41867,8.819843,9.367777,11.35067,10.62998,9.8775,10.76335,8.026036,8.993687,8.098693,-3.92776,-3.23772,1.77774,7.991719,13.87873,18.8647,21.10619,20.23053,16.58336,10.54665,4.48652,-1.49103,37.02176,662.1115228,37.9132237,36.59053,3.9677893,20.43512767,1.759124,0.1276695,1.718338,1.486324,59.97134,345.3549,2.153866,0.382680207,-0.923880868
md126,890.7732,113.117,68,23.25716,0.09699919,7.87143,7.094943,9.59334,9.251396,10.51027,12.61742,12.18191,10.54729,10.69357,7.744336,9.568675,8.765924,-4.39501,-3.20998,1.802545,8.182806,13.77777,18.38492,20.54731,19.77846,15.91768,9.893268,4.170767,-1.74966,38.35864,133.2532726,66.466614,24.100579,0.000505179,73.836303,1.014493,0.1174162,2.942904,4.411366,40.67085,463.6934,10.53718,-0.654367397,-0.756176772
md127,921.4443,97.449,66,19.29841,0.105564637,6.885577,6.090011,8.166486,8.481305,10.32991,10.83615,10.93778,9.392023,9.589913,6.618602,8.609078,7.739859,-3.02773,-1.688,3.032118,9.249615,14.67155,19.41748,21.60664,20.92862,17.18748,10.96785,5.178817,-0.567055,36.50129,14.27235265,52.6174787,26.08682,0.26840468,45.3239063,4.027557,0.1177403,3.018459,3.968919,45.51829,362.133,7.770879,-0.99464453,-0.103355012
md128,953.5609,91.3,70,24.18855,0.135726719,5.380167,3.945159,5.943338,7.780009,7.957516,8.429942,6.93738,10.63834,9.604989,7.503807,7.530078,6.050605,-6.27332,-5.70579,-0.575418,6.723703,13.09389,18.34091,20.75141,19.59845,15.35218,9.236432,2.555123,-3.50546,67.94949,8.861257839,32.104124,36.89199,13.640808,31.273328,1.521815,0.1085905,7.781762,4.663202,60,294.5879,1.372078,-0.726814465,-0.686833847
md129,985.7133,103.615,68,44.29474,0.422135783,20.52197,17.9329,16.64112,12.32521,8.828825,4.637601,2.201301,2.452891,4.174644,9.778272,22.66699,22.57248,-0.346743,0.805982,2.203682,4.42826,7.811634,11.67075,16.12527,16.04137,13.25326,8.247147,2.580757,0.0356677,75.42341,0.949410949,87.72603176,0.005386962,0.014882622,90.88114701,0.1200891,0.1431911,5.057498,5.79503,50.85372,1425.416,15.65528,0.034815772,-0.999393747
md130,989.3655,134.43,72,0,0.015448135,11.28608,8.390636,9.140472,9.444497,13.85561,13.68566,7.852138,8.938498,11.90503,11.72831,12.23964,11.3008,9.609496,11.48286,15.25205,19.42427,23.24973,26.59351,28.18155,28.13546,25.28579,20.20105,14.77373,10.77482,24.05547,3.260198582,45.7179375,11.3381759,18.5507975,12.372435,1.198955,0.1379918,2.720872,2.95286,59.99635,80.79632,1.535534,-0.754065705,0.656798989
md131,990.8361,112.758,72,24.6027,0.070653883,8.462946,7.509225,9.601378,9.875734,11.16658,10.3871,11.00884,9.876907,9.425414,7.821503,9.226734,8.261585,-4.18239,-2.8811,1.669767,7.778765,13.16216,17.53164,19.71561,19.06516,15.42097,9.238661,3.736443,-2.01969,39.27636,9.472400128,57.8110898,32.288455,0.0883799,63.915719,0.9517398,0.117358,3.278253,4.391408,40.97733,719.3406,8.491729,-0.172591007,-0.984993576
md132,1016.985,125.465,73,37.90343,0.369274086,21.70164,17.61134,17.19993,14.39088,10.51163,6.842757,2.809092,3.36598,5.558581,11.34401,24.0973,22.79566,0.8717902,2.013505,3.252334,5.631709,9.063057,12.65439,16.57074,16.84446,14.19599,9.034554,3.414587,1.404298,71.43352,431.6169855,79.79208258,0,0.008849691,67.90156634,0.06077082,0.1400028,2.592999,5.947102,46.13072,1202.972,30.82315,0.624882993,-0.780718416
md133,1026.93,95.185,69,19.84732,0.122295613,5.750355,5.159771,6.90977,8.422977,9.256355,10.14562,9.491841,9.60426,8.596341,6.213868,7.87772,6.970824,-3.14043,-2.17648,3.006136,9.143394,14.98442,20.10332,22.35071,21.41647,17.76618,11.56778,5.104333,-0.889376,26.29239,13.60354649,22.88040296,56.7009,7.17069514,42.71650039,2.404315,0.1728315,1.2156,1.462173,57.33614,275.0826,0.7874182,0.980051859,-0.198741927
md134,1044.58,49.851,69,2.359281,0.604414573,10.2533,10.15574,9.304543,3.405238,1.660587,0.3486052,0.08397837,0.2250919,0.947459,2.872522,6.531958,7.426962,7.88605,9.409139,10.37108,12.58653,15.78043,19.24998,22.18174,22.0445,20.93249,17.1616,11.84444,8.4972,29.12605,91.12287618,16.93119209,1.8258813,0.10657867,14.6417086,7.818998,0.1420054,1.538696,5.879105,36.92663,459.1242,16.07211,0.152847852,-0.988249733
md135,1049.648,134.601,70,2.075245,0.092955594,11.3665,10.67033,13.41594,13.44345,12.51599,9.769149,10.00249,7.796716,8.314266,10.92222,12.734,13.69893,5.662739,7.861652,12.23783,17.29814,21.75582,25.87234,27.67469,27.05856,23.60613,17.69995,11.48374,6.95275,30.88329,28.35911277,28.068407,41.835469,14.8071266,16.685493,2.728764,0.1754515,1.018269,2.162276,60,64.52895,0.4892881,0.180445672,0.983584953
md137,1122.037,116.479,70,25.68765,0.066871473,9.783547,8.668613,10.79862,10.70177,11.96794,11.58823,13.1635,10.79115,9.601747,8.308739,9.995471,9.940512,-3.22115,-2.12382,2.424612,8.352119,13.60409,17.87894,19.99404,19.30913,15.79752,9.749825,4.137209,-1.26265,38.91516,499.8221565,68.800793,18.319444,0.9113601,55.240173,0.6907648,0.1135627,4.287329,4.675858,39.6795,743.0278,10.57864,0.394399056,-0.918939271
